id_lote;fecha_produccion;producto_id;presentacion_id;turno_id;timestamp_control_calidad;viscosidad_ku;ph;unidades_planificadas;unidades_producidas;costo_materia_prima_usd
lot00511;22/11/2024;PRD026;PRE04;T3;23/11/2024 00:33;75.1;7.92;100;95;15918.25
LOT00512;20/3/2025;PRD029; PRE05 ;T2;20/3/2025 16:38;81.4;7.6;10;9;15417.58
LOT00513;15/3/2025;PRD014;PRE05;T2;15/3/2025 18:28;88.0;7.58;15;14;18645.57
LOT00514;30/7/2024;PRD003;PRE03;T1;30/7/2024 10:11;93.9;8.21;40;39;2068.07
LOT00515;4/7/2024;PRD017;PRE03;T2;4/7/2024 20:50;56.1;7.11;120;118; 6868.04 
LOT00516;7/9/2024;PRD025;PRE04;T1;7/9/2024 08:33;84.9;6.76;40;38;6214.88
LOT00517;20/5/2025;PRD010;PRE02;T1;20/5/2025 10:05;108.6;9.44;300;297;2057.27
LOT00518;3/7/2024;PRD012;PRE01;T2;3/7/2024 17:40;83.9;6.65;500;479;2771.03
LOT00519;3/1/2025;PRD001;PRE02;T2;03/01/2025 18.02;92.2;7.16;250;245;3267.38
LOT00520;7/9/2024;PRD029;PRE05;T1;7/9/2024 11:51;97.0;6.74; 15 ;14;24568.64
LOT00521;16/1/2025;PRD016;PRE05;T2;16/1/2025 16:27;94.8;6.69;20;19;24440.67
LOT00522;12/8/2024;PRD020;PRE03;T2;12/8/2024 18:10;68.2; 6.28 ;80;79;5407.08
LOT00523;29/4/2025;PRD007;PRE02;T3;30/4/2025 01:29;92.6;8.06;150;149;1117.29
LOT00524;1/8/2024;PRD014;PRE04;T2;01/08/2024 16.40;77.8;7.05;80;78;8810.37
LOT00525;7/5/2025; PRD022 ;PRE03;T2;7/5/2025 19:01;107.6;7.74;80;77;6619.52
LOT00526;29/5/2025;PRD011;PRE02;T3;30/5/2025 01:51;91.7;8.16;300;286;2307.26
LOT00527;2/12/2024;PRD023;PRE02;T3;3/12/2024 02:12;121.6;7.07;150;145;3545.97
LOT00528;5/3/2025;PRD018;PRE05;T3;6/3/2025 04:55;69.8;6.25;20;19;15553.22
LOT00529;20/3/2025;PRD023;PRE02;T3;21/3/2025 01:02;122.5;7.58;250;242;5410.87
LOT00530;26/3/2025;PRD023;PRE01;T3;27/3/2025 02:29;108.9;7.4;200;191;1036.4
LOT00531;5/11/2024;PRD029;PRE03;T1;5/11/2024 12:05;70.0;7.02;120;119;13026.32
LOT00532;17/5/2025;PRD005;PRE02;T2;17/5/2025 18:26;95.1;7.14;100;80;1449.68
LOT00533;15/11/2024;PRD024;PRE03;T2;15/11/2024 20:47;104.7;7.35;100;96;9723.9
LOT00534;22/11/2024;PRD028;PRE03;T3;23/11/2024 01:58;96.6;7.73;120;115;12537.51
 LOT00535 ;5/5/2025;PRD013;PRE03;T3;6/5/2025 02:47;75.5;7.74;40;38;3668.0
LOT00536;28/6/2025;PRD026;PRE05;T3;29/6/2025 01:01;84.4;7.34;25;24;36055.39
LOT00537;29/11/2024;PRD009;PRE03;T1;29/11/2024 11:57;92.8;9.37;40;38;1172.49
LOT00538;23/10/2024;PRD022;PRE02;T1;23/10/2024 09:56;95.7;7.4;100;87;2315.4
LOT00539;16/11/2024;PRD022;PRE02;T2;16/11/2024 19:19;144.8;5.84;100;75;2484.84
LOT00540;20/11/2024;PRD015;PRE05;T1;20/11/2024 08:31;99.9;6.77;25;24;28966.4
LOT00541;2/4/2025;PRD021;PRE02;T2;2/4/2025 21:01;124.6;7.58;300;295;6840.67
LOT00542;28/2/2025;prd003;PRE02;T1;28/2/2025 08:24;93.7;7.54;150;144;1843.26
LOT00543;26/6/2025;PRD008;PRE02;T3;27/6/2025 02:39;103.9;8.64;100;98;780.61
LOT00544;18/4/2025;prd001;PRE01;T1;18/4/2025 09:22;87.0;7.21;600;590;1915.0
LOT00545;17/7/2024;PRD023;PRE01;T1;17/7/2024 11:52;95.0;8.56;500;333;3037.83
LOT00546;3/9/2024;PRD014;PRE05;T3;4/9/2024 02:53;80.5;6.78;30;29;31857.38
LOT00547;8/10/2024;PRD013;PRE05;T2;8/10/2024 16:41;76.9;7.4;20;19;22189.44
LOT00548;1/11/2024;PRD025;PRE05;T3;2/11/2024 00:25;116.2;5.21;20;10; 28851,63 
LOT00549;19/8/2024;PRD017;PRE02;T1;19/8/2024 11:40;52.5;7.21;150;142;2522.41
LOT00550;19/10/2024;PRD006;PRE02;T3;20/10/2024 01:19;100.3;9.09;300;298;2196.07
LOT00551;9/5/2025;PRD028;PRE05;T1;9/5/2025 08:59;72.9;6.52;20;19;32813.68
LOT00552;3/1/2025;PRD011;PRE02;T1;3/1/2025 08:29;93.6;9.16;200;199;1656.69
LOT00553;22/1/2025;PRD004;PRE05;T2;22/1/2025 17:29;75.2;9.78;20;10;13756.94
LOT00554;5/7/2024;PRD002;PRE03;T3;6/7/2024 00:36;85.6;7.86;40;38;2257.15
LOT00555;20/1/2025; PRD018 ;PRE05;T1;20/1/2025 10:02;58.2;6.48;30;29;26219.55
LOT00556;11/1/2025;PRD005;PRE05;T2;11/1/2025 18:42;94.7;7.32;15;14;11450.55
LOT00557;30/6/2025;PRD003;PRE01;T1;30/6/2025 12:02;83.2;8.34;300;297;916.19
LOT00558;21/9/2024;PRD006;PRE02;t2;21/9/2024 19:20;106.5;8.84;300;287;2369.03
LOT00559;14/9/2024;PRD027;PRE05;T1;14/9/2024 10:44;114.1;6.18;10;7;16329.97
LOT00560;24/9/2024;PRD019;PRE01;T2;24/9/2024 18:07; 55.2 ;6.29;600;598;2331.88
LOT00561;28/12/2024;PRD027;PRE05;T2;28/12/2024 20:43;73.4;6.76;25;24;37895.65
LOT00562;20/8/2024;PRD022;PRE03;T3;21/8/2024 00:08;119.5;7.92;100;95;9449.9
LOT00563;18/2/2025;PRD017;PRE03;T2;18/2/2025 17:05;71.4;7.43;80;79;5457.34
LOT00564;3/6/2025;PRD024;PRE02;T3;4/6/2025 02:43;120.2;7.01;250;237;5132.76
LOT00565;1/11/2024;PRD024;PRE03;t3;2/11/2024 01:58;135.8;7.94;60;53;5281.64
LOT00566;22/4/2025;PRD006;PRE02;T3;04-23-2025 02:43;93.2;8.48;100;95;746.54
LOT00567;5/9/2024;PRD023;PRE03;T1;5/9/2024 11:09;107.2;8.35;80;76;7690.26
LOT00568;23/5/2025;PRD009;PRE03;T1;23/5/2025 08:35;108.5;8.18;60;57;1942.06
LOT00569;7/3/2025;PRD027;PRE03;T1;7/3/2025 09:23;81.3;6.97;100;99;10529.56
LOT00570;3/7/2024;PRD020;PRE04;T2;3/7/2024 20:08;73.2;6.29;40;39;3372.09
LOT00571;20/6/2025;PRD029;PRE03;T1;20/6/2025 09:59;84.4;7.93;80;78;9273.46
LOT00572;21/11/2024;PRD013;PRE05;T1;21/11/2024 09:06;79.1;6.81;25;24;28687.71
LOT00573;20/5/2025;PRD004;PRE03;T3;21/5/2025 03:10;93.3;8.44;80;78;4026.52
LOT00574;4/10/2024;PRD012;PRE04;T2;4/10/2024 17:49;80.4;7.06;60;59;6434.25
LOT00575;23/11/2024;PRD015;PRE04;T3;24/11/2024 04:07;77.6;6.92;120;119;14775.88
LOT00576;10/3/2025;PRD022;PRE04;T1;10/03/2025 08.35;112.6;7.19;60;58;7331.29
lot00577;23/1/2025;PRD026;PRE05;T2;23/1/2025 20:16;71.2;7.47;10;9;15989.55
LOT00578;18/1/2025;PRD012;PRE04;T2;18/1/2025 20:03;96.2;7.95;40;39;5046.19
LOT00579;2/4/2025;PRD005;PRE01; T1 ;2/4/2025 07:52;93.2;7.06;200;199;608.48
LOT00580;14/9/2024;PRD009;PRE03;T1;14/9/2024 11:50;100.4;8.36;100;98;3285.81
LOT00581;2/11/2024;PRD009;PRE04;T3;3/11/2024 00:08;109.4;8.09;40;39;1589.81
LOT00582;7/12/2024;PRD027;PRE04; T2 ;7/12/2024 17:45;73.2;6.7;80;77;11885.84
LOT00583;14/9/2024;PRD003;PRE02;T3;15/9/2024 00:56;83.6;8.34;150;144;1975.07
LOT00584;6/2/2025;PRD018;PRE01;T1;6/2/2025 08:35;56.8;6.15;500;493;1964.11
LOT00585;27/5/2025;PRD017;PRE03;T1;27/5/2025 08:35;52.9;7.34;120;115; 6903.56 
LOT00586;20/6/2025;PRD023;PRE02;T1;20/6/2025 12:06;105.1;7.31;200;197;4343.65
LOT00587;5/8/2024;PRD020;PRE02;T1;5/8/2024 09:21;72.5;6.21;100;98;1564.71
LOT00588;8/3/2025;PRD006;PRE03;T2;8/3/2025 19:33;90.9;8.03;80;79;2412.13
LOT00589;9/11/2024;PRD010;PRE04;T2;9/11/2024 18:27;99.2;9.24;80;78;3450.48
LOT00590;14/9/2024;PRD020;PRE02;T3;15/9/2024 01:56;58.9;6.05;300;296;5213.64
LOT00591;27/3/2025;PRD013;PRE04;T2;27/3/2025 18:02;101.3;7.04;80;60;8428.28
LOT00592;5/7/2024;PRD014;PRE05;T2;5/7/2024 17:39;92.0;7.28;20;19;23962.45
LOT00593;8/3/2025;PRD001;PRE02;T3;9/3/2025 00:09;85.3;8.25;100;96;1283.37
LOT00594;9/10/2024;PRD025;PRE04;T1;9/10/2024 12:59;62.4;8.33;60;51;9246.68
LOT00595;13/6/2025;PRD009;PRE05;T1;13/6/2025 12:44;103.7;8.3;15;14;5639.43
LOT00596;12/2/2025;PRD015;PRE04;T1;12/2/2025 12:19;86.7;7.14;100;99;11510.18
LOT00597;8/1/2025;prd003;PRE04;t1;8/1/2025 12:21;80.8;8.27;60;58;3785.0
LOT00598;26/11/2024;PRD002;PRE01;T2;26/11/2024 18:47;81.8;7.88;600;592;1816.66
LOT00599;4/7/2024;PRD016;PRE03;T3;5/7/2024 01:44;76.7;6.73;40;39;3304.06
 LOT00600 ;3/10/2024;PRD013;PRE02;T2;3/10/2024 20:20;95.5;7.52;300;286;6111.86
LOT00601;26/11/2024;PRD008;PRE02;T2;26/11/2024 19:45;103.4;8.59;100;97;803.4
LOT00602;2/6/2025;PRD013;PRE01;T3;3/6/2025 00:38;99.1;7.2;500;481;3020.45
LOT00603;16/9/2024;PRD012;PRE05;T3;17/9/2024 04:49;86.5;7.79;15;14;18313.87
LOT00604;17/3/2025;PRD021;PRE02;T3;18/3/2025 01:06;117.7;7.87;300;294;6673.06
LOT00605;30/10/2024;PRD004;PRE03;T2;30/10/2024 17:03;91.3;7.63;40;38;1995.2
LOT00606;10/1/2025;PRD012;PRE04;T2;10/1/2025 20:53;80.0;6.88;100;98;10963.15
LOT00607;19/8/2024;PRD026;PRE03;T3;19/8/2024 23:50;101.0;7.02;120;104;13069.92
LOT00608;13/5/2025;PRD017;PRE02;T3;14/5/2025 00:27;60.7;6.56;100;97;1469.23
LOT00609;26/11/2024;PRD002;PRE03;T1;26/11/2024 11:21;81.0;8.31;80;76;4263.3
LOT00610;12/11/2024;PRD013;PRE04;T3;12/11/2024 23:47;85.5;6.8;40;38;4683.7
LOT00611;25/6/2025;PRD029;PRE02;T3;26/6/2025 02:11;112.8;7.76;100;76;2822.96
LOT00612;25/10/2024;PRD016;PRE04;T2;25/10/2024 15:39;94.3;7.72;120;117;13584.22
LOT00613;9/9/2024;PRD013;PRE05;T3;10/9/2024 03:01;97.4;7.97;20;19;22472.1
 LOT00614 ;5/11/2024;PRD001;PRE02;T1;5/11/2024 07:52;63.3;5.7;200;136;2852.61
LOT00615;14/10/2024;PRD022;PRE01;T2;14/10/2024 19:11;95.3;7.42;600;455;3525.09
LOT00616;6/3/2025;PRD017;PRE01;T3;7/3/2025 00:33;81.3;6.8;400;339;1503.68
LOT00617;18/7/2024;PRD008;PRE03;T1;18/7/2024 10:26;96.0;9.45;40;38;1226.34
LOT00618;27/7/2024;PRD002;PRE02;T3;28/7/2024 00:30;91.4;8.41;300;296;3838.99
LOT00619;30/7/2024;PRD007;PRE04;T2;30/7/2024 20:17;109.0;9.4;80;79;3480.3
LOT00620;30/10/2024;PRD017;PRE02;T3;30/10/2024 23:49;82.5;5.71;150;128;2284.16
LOT00621;4/6/2025;PRD009;PRE03;T1;4/6/2025 10:06;98.9; 8.03 ;40;38;1311.81
LOT00622;2/8/2024;PRD002;PRE03; T3 ;3/8/2024 01:43;91.5;7.41;100;95;5386.86
LOT00623;22/7/2024;PRD004;PRE03;T2;22/7/2024 16:12;94.6;7.02;80;78;3817.58
LOT00624;14/6/2025;PRD004;PRE03;T2;14/6/2025 16:58;93.1;7.21;80;78;4082.64
LOT00625;29/4/2025;PRD010;PRE03; T1 ;29/4/2025 08:17;106.2;8.77;120;118;3753.24
LOT00626;23/10/2024;PRD022;PRE03;T1;23/10/2024 12:37;132.8;6.63; 100 ;83;9036.6
LOT00627;29/8/2024;PRD008;PRE02;T2;29/8/2024 19:38;97.2;8.53;300;286;2205.54
LOT00628;25/1/2025;PRD008; PRE03 ;T1;25/1/2025 09:56;96.8;8.18;100;97;3289.95
LOT00629;12/11/2024;PRD029;PRE03;T1;12/11/2024 08:54;96.1;7.75;40;39;4940.94
LOT00630;30/6/2025;PRD029;PRE04;T3;1/7/2025 01:01;96.9;7.85;120;117;16587.98
LOT00631;24/6/2025;PRD015;PRE05;T2;24/6/2025 17:30;77.1;7.84;30;29;36010.39
 LOT00632 ;25/7/2024;PRD024;PRE03;T2;25/7/2024 18:41;111.5;8.14;60;57;5880.66
LOT00633;23/9/2024;PRD009;PRE03;T1;23/9/2024 09:54;99.7;8.34;60;57;1950.37
LOT00634;25/9/2024;PRD022;PRE02;T3;26/9/2024 00:04;116.1;7.29;250;247;5132.23
LOT00635;27/6/2025;PRD024;PRE02;T2;27/6/2025 19:24;81.6;6.12;200;143;4188.05
LOT00636;19/5/2025;PRD024;PRE01;T2;19/5/2025 17:53;113.0;8.4;600;579;3653.54
LOT00637;21/10/2024;PRD021;PRE03;T3;22/10/2024 02:10;104.5;8.22;100;96;8457.43
LOT00638;15/10/2024;PRD024;PRE02;T2;15/10/2024 16:10;120.6;7.92;300;288;6598.12
LOT00639;17/1/2025;PRD027;PRE03;T2;17/1/2025 20:48;78.9;6.83;80;77;8904.91
LOT00640;5/3/2025;PRD011;PRE03;T3;6/3/2025 03:40;90.6;8.4;60;59;1901.82
LOT00641;15/11/2024;PRD011;PRE02;T2;15/11/2024 18:08;102.7;8.07;250;242;1917.41
LOT00642;11/07/24;PRD020;PRE03;T1;11/7/2024 09:02;80.4;6.88;40;32;2450.5
LOT00643;19/10/2024;PRD028;PRE05;T2;19/10/2024 15:33;95.4;7.63;30;28;44081.44
LOT00644;10/1/2025;PRD008;PRE03;T2;10/1/2025 17:19;107.2;8.11;120;118;3788.92
LOT00645;7/12/2024;PRD020;PRE05;T1;7/12/2024 11:49;68.6;6.45;25;24;20009.93
 LOT00646 ;25/6/2025;prd003;PRE02;T2;06-25-2025 18:41;94.9;8.09;200;197;2759.56
LOT00647;7/12/2024;PRD025;PRE03;T3;8/12/2024 00:58;72.9;6.75;100;97;10313.75
LOT00648;7/12/2024;PRD027;PRE04;T2;7/12/2024 16:59;79.6;7.35;100;99;14304.43
LOT00649;21/3/2025;PRD016; PRE04 ;T2;21/3/2025 16:30;92.5;7.06;40;38;4870.28
LOT00650;7/3/2025;PRD002;PRE04;T3;8/3/2025 04:31;86.0;7.45;100;99;7307.92
LOT00651;7/1/2025;PRD029;PRE04;T2;7/1/2025 20:10;76.3;7.0;60;57;9387.15
LOT00652;21/6/2025; PRD016 ; PRE02 ;t3;22/6/2025 04:14;83.3;6.59;250;244;5006.1
LOT00653;4/12/2024;PRD001;PRE05;T2;4/12/2024 19:22;88.4;7.96;15;14;9770.09
LOT00654;30/4/2025;PRD004;PRE01;T2;30/4/2025 19:55;82.5;8.18;300;286;1058.02
LOT00655;3/2/2025;PRD011;PRE01;T3;4/2/2025 03:01;100.0;8.18;600;581;1202.45
LOT00656;20/11/2024;PRD011;PRE03;T1;20/11/2024 11:43;89.6;8.13;40;32;1184.5
LOT00657;8/1/2025;PRD015;PRE05;T1;8/1/2025 07:42;86.1;7.29;10;9;11202.01
LOT00658;23/7/2024;PRD001;PRE03;T3;24/7/2024 02:03;94.6;8.23;100;99;5388.85
LOT00659;17/9/2024;PRD025;PRE04;T2;17/9/2024 16:37;82.6;7.77;40;38;6252.71
LOT00660;10/12/2024;PRD028;PRE03;T2;10/12/2024 20:48;85.5;7.91;100;97;11627.38
LOT00661;8/5/2025;PRD005;PRE03;T2;8/5/2025 20:09;82.6;8.12;40;38;2125.43
LOT00662;2/10/2024;PRD003;PRE03;T1;2/10/2024 09:05;114.4;8.95;40;22;2047.3
LOT00663;27/6/2025;PRD027;PRE05;T2;27/6/2025 17:28;74.2;6.97;15;14;21477.6
LOT00664;25/3/2025;PRD015;PRE03;T3;26/3/2025 01:24;98.7;7.38;60;58;4917.93
LOT00665;15/11/2024;PRD026;PRE03;T3;16/11/2024 03:45; 77.7 ;7.2;40;39;4515.33
LOT00666;19/5/2025;PRD011;PRE02;T2;19/5/2025 15:54;98.4;8.5;100;95;734.53
LOT00667;2/11/2024;PRD015;PRE05;T3;3/11/2024 03:12;87.1;7.1;10;9;12475.64
LOT00668;20/3/2025;PRD014;PRE04;T3;21/3/2025 02:31;80.0;7.96;60;57;6727.74
LOT00669;1/7/2024;PRD025;PRE03;T2;1/7/2024 17:18;79.0;6.62;60;59;6664.34
LOT00670;8/4/2025;PRD025;PRE04;T2;8/4/2025 18:13;90.1;7.75;60;59;8272.48
LOT00671;6/8/2024;PRD025;PRE04;T3;7/8/2024 03:51;76.7;7.41;60;58;8711.73
LOT00672;2/12/2024;PRD003;PRE03;T1;2/12/2024 09:03;85.8;7.27;60;57;3078.69
LOT00673;12/8/2024;PRD014;PRE03;T1;12/8/2024 08:56;95.1;6.52;80;76;6969.7
LOT00674;21/5/2025;PRD022;PRE02;T2;21/5/2025 19:32;111.2;7.71;200;198;4963.99
LOT00675;28/6/2025;PRD025;PRE04;T1;28/6/2025 09:53;94.4;7.59;100;97;14894.29
LOT00676;29/11/2024;PRD002;PRE04;T2;29/11/2024 20:04;82.7;7.54;40;38;2686.7
lot00677;3/9/2024;PRD018;PRE03;t1;3/9/2024 12:04;72.3;6.52;100;98;5977.57
LOT00678;14/9/2024;PRD017;PRE03;T2;14/9/2024 18:57;74.5;6.12;80;77;4558.56
LOT00679;3/12/2024;PRD029;PRE02;T1;3/12/2024 08:13;87.2;6.82;250;240;7355.21
 LOT00680 ;10/7/2024;PRD013;PRE05;T1;10/7/2024 09:18;81.7;7.4;20;19;21923.19
LOT00681;04/04/2025;PRD024;PRE03;t3;5/4/2025 04:33;100.4;7.51;80;79;6698.56
LOT00682;19/4/2025;PRD006;PRE03;T1;04-19-2025 11:54;109.7;8.12;120;116;3450.11
LOT00683;12/7/2024;PRD020;PRE03;T3;13/7/2024 04:55;74.7;6.56;120;114;7721.97
LOT00684;8/4/2025;PRD004;PRE03;T3;9/4/2025 03:08;78.6;7.3;80;66;4337.96
LOT00685;19/9/2024;PRD017;PRE03;T2;19/9/2024 19:07;50.1;7.24;100;98;6531.02
LOT00686;15/3/2025;PRD014;PRE04;T1;03-15-2025 12:28;98.6;6.99;60;57;7134.69
LOT00687;21/9/2024;PRD020;PRE04;T1;21/9/2024 11:18;46.9;8.65;80;43;6135.11
 LOT00688 ;26/8/2024;PRD022;PRE03;T2;26/8/2024 17:16;113.9;8.44;40;39;3731.06
LOT00689;7/5/2025;PRD013;pre02;T3;8/5/2025 03:24;95.7;6.59;250;247;5727.81
LOT00690;12/11/2024;PRD021;PRE03;T1;12/11/2024 08:59;112.4;7.51;60;59;5086.89
LOT00691;13/2/2025;PRD029;PRE05;T2;13/2/2025 19:46;87.0;7.39;15;14;21547.94
LOT00692;10/6/2025;PRD010;PRE02;T2;10/6/2025 17:07;92.9;8.44;250;240;1787.15
LOT00693;26/9/2024;PRD001;PRE02;T2;26/9/2024 17:31;84.7;7.56;250;245;3552.77
LOT00694;20/11/2024;PRD022;PRE05;T2;20/11/2024 17:12;115.0;7.85;10;9;12829.79
LOT00695;16/12/2024;PRD007;PRE02;T3;17/12/2024 02:03;109.2;9.27;300;298;2481.39
LOT00696;19/2/2025;PRD009;PRE04;T1;19/2/2025 08:02;101.0;8.14;60;59;2600.38
LOT00697;27/7/2024;PRD007;PRE02;T2;27/7/2024 16:29;99.6;8.66;250;239;1906.02
LOT00698;22/5/2025;PRD019;PRE02;T3;23/5/2025 00:11;68.9;6.9;250;245;3832.97
LOT00699;15/3/2025;PRD009;PRE04;T2;15/3/2025 19:32;109.5;9.42;100;95;4314.69
lot00700;17/6/2025;PRD025;PRE04;T2;17/6/2025 17:10;92.9;6.82;120;115;18959.11
LOT00701;26/9/2024;PRD007;PRE03;T1;26/9/2024 09:05;109.1;9.47;120;118;3801.42
LOT00702;9/12/2024;PRD028;PRE05;T2;9/12/2024 18:59;86.9;7.64;10;9;14712.24
LOT00703;9/11/2024;PRD015;pre05;T1;9/11/2024 10:52;83.0;7.69;20;19;24309.04
LOT00704;30/4/2025;PRD009;PRE01;T2;30/4/2025 16:42;103.8;9.36;500;481;1042.52
LOT00705;7/9/2024;PRD011;PRE02;T2;7/9/2024 18:22;106.5;9.31;300; 289 ;2131.92
LOT00706;10/9/2024;PRD025; PRE05 ;T2;10/9/2024 18:13;97.2;7.17;15;14;22357.47
LOT00707;27/1/2025;PRD023;PRE02;T1;27/1/2025 11:48;123.9;8.25;100;99;2273.56
LOT00708;18/12/2024;PRD017;PRE04;T2;18/12/2024 15:53;74.4;7.17;120;114;10107.22
 LOT00709 ;16/9/2024;PRD021;PRE05;T2;16/9/2024 16:28;119.4;7.51;30;29;37724.1
LOT00710;4/2/2025;PRD010;PRE01;T1;4/2/2025 09:51;101.7;9.15;600;583;1177.71
LOT00711;14/10/2024;PRD029;PRE05;T1;14/10/2024 09:18;70.8;7.4;10;9;15120.23
LOT00712;16/11/2024;PRD008;PRE03;T1;16/11/2024 09:38;90.5;9.32;100;95;3268.81
LOT00713;11/1/2025;PRD007;PRE02;T2;11/01/2025 16:08;100.1;8.87;300;286;2384.4
LOT00714;17/3/2025;PRD024;PRE05;T1;17/3/2025 12:00;137.4;6.54;25;21;29401.85
LOT00715;26/5/2025;PRD027;PRE02;T3;27/5/2025 03:57;98.5;6.91;200;190;6063.97
LOT00716;4/6/2025;PRD005;PRE03;T3;5/6/2025 03:16;92.3;7.63;60;59;3443.14
LOT00717;23/1/2025;PRD029;PRE05;T2;23/1/2025 18:15;70.9;6.54;10;9;13602.67
LOT00718;26/12/2024;PRD013;PRE05;T1;26/12/2024 08:38;99.7;6.67;25;24;28507.45
LOT00719;9/11/2024;PRD026;PRE04;T2;9/11/2024 18:44;61.0;8.22;100;64;15993.27
LOT00720;23/1/2025;PRD026;PRE05;T3;24/1/2025 00:48;76.8;6.78;20;19;32843.74
LOT00721;13/9/2024;PRD029;PRE03;T2;13/9/2024 18:30;93.8;7.97;40;38;4080.7
 LOT00722 ;22/4/2025;PRD019;pre02;T3;23/4/2025 03:59;34.7;6.48;200;139;3184.4
LOT00723;23/12/2024;PRD011;PRE04;T3;24/12/2024 00:35;98.5;8.04;120;114;4538.04
LOT00724;12/8/2024;PRD010;PRE01;T2;12/8/2024 19:20;93.9;9.26;300;296;535.65
lot00725;26/10/2024;PRD019;PRE04;T3;27/10/2024 02:46;52.5;6.25;120;115;10948.19
LOT00726;25/3/2025;PRD014;PRE05;T2;25/3/2025 20:27;83.0;7.58;20;19;22046.17
LOT00727;4/3/2025;PRD020;PRE03;t2;4/3/2025 17:54;69.7;6.97;100;97;5983.2
LOT00728;10/6/2025;PRD005;PRE04;T1;10/6/2025 10:27;89.6;7.78;120;114;8615.96
LOT00729;8/11/2024;PRD004;PRE03;T1;8/11/2024 11:35;88.8;8.31;100;98;4960.87
LOT00730;1/2/2025;PRD020;PRE04;T3;02/02/2025 00.20;80.1;7.76;120;91;10416.63
LOT00731;6/6/2025;PRD023;PRE04;T1;6/6/2025 09:04;116.8;8.26;100;98;12888.94
LOT00732;31/10/2024;PRD027;PRE05;T1;31/10/2024 13:03;104.9;6.1;25;21;38050.09
LOT00733;13/7/2024;PRD021;PRE03;T1;13/7/2024 08:48;127.6;8.2;100;99;8556.33
LOT00734;22/5/2025; PRD008 ;PRE02;T2;22/5/2025 17:15;101.2;9.3;200;197;1588.6
LOT00735;25/10/2024;PRD003;PRE02;T3;26/10/2024 02:22;93.7;7.14;250;241;3305.64
LOT00736;25/9/2024;PRD023;PRE02; T2 ;25/9/2024 15:55;105.7;7.47;300;295;6886.31
LOT00737;5/6/2025;PRD023;PRE01;T3;6/6/2025 02:18;121.5;7.8;500;478;2784.59
LOT00738;12/2/2025;PRD026;PRE03;T2;12/2/2025 17:50;72.9;6.07;60;51;7402.4
LOT00739;5/3/2025;PRD007;PRE01;T1;5/3/2025 12:02;122.2;8.36;600;404;1169.01
LOT00740;29/10/2024;PRD023;PRE04;T2;29/10/2024 20:38;102.3;8.04;80;79; 10533.61 
 LOT00741 ;6/5/2025;PRD026;PRE05;T2;6/5/2025 18:58;94.6;6.84;20;19;27319.21
LOT00742;27/6/2025;prd006;PRE01;T2;27/6/2025 16:19;91.3;9.08;600;577;1230.41
LOT00743;2/4/2025;PRD025;PRE05;T3;03/04/2025 02.43;87.1;7.81;25;23; 37797.09 
LOT00744;29/3/2025;PRD020;PRE01;T1;29/3/2025 09:29;56.2;6.9;300;297;1084.36
LOT00745;28/2/2025;PRD004;PRE05;T2;28/2/2025 18:31;81.4;7.53;25;24;17498.89
LOT00746;11/7/2024;PRD021;PRE03;T1;7/11/2024 11:58;120.5;7.14;40;39;3620.97
LOT00747;14/5/2025;PRD029;PRE04;T1;14/5/2025 10:02;76.6;7.02;60;58;9133.17
LOT00748;2/4/2025;PRD006;PRE03;T3;3/4/2025 02:07;92.2;9.02;120;117;3888.17
LOT00749;10/4/2025;PRD011;PRE05;T2;10/4/2025 18:18;84.6;9.54;15;12;5449.91
LOT00750;12/12/2024;PRD027;PRE05;T3;13/12/2024 04:46;78.5;6.7;15;14;23068.53
LOT00751;12/3/2025;prd016;PRE03;T3;13/3/2025 00:41;95.8;6.78;40;38;3540.88
LOT00752;28/12/2024;PRD024;PRE01;T2;28/12/2024 19:24;115.7;7.27;400;393;2072.39
LOT00753;24/5/2025;PRD008;PRE03;T2;24/5/2025 15:57;94.1;9.03;80;76;2275.39
LOT00754;3/5/2025;PRD013;PRE05;T1;3/5/2025 10:04;92.0;7.57;20;19;24957.08
LOT00755;7/3/2025;PRD014;PRE05;T1;7/3/2025 08:10;76.0;7.65;15;14;16435.95
LOT00756;9/11/2024;PRD016;PRE02;T1;9/11/2024 10:54;76.4;6.65;100;77;2361.48
LOT00757;26/10/2024;PRD007;pre01;T2;26/10/2024 18:39;91.7;9.04;200;192;388.76
LOT00758;23/7/2024;PRD002;PRE03;T1;23/7/2024 08:49;92.9;7.38;60;58;2961.41
LOT00759;2/6/2025;PRD010; PRE03 ;T3;3/6/2025 00:35;91.4;8.37;120;115;3355.99
LOT00760;12/12/2024;PRD003;PRE02;T3;13/12/2024 00:08;93.5;8.03;100;96;1339.59
LOT00761;1/3/2025;PRD008;PRE04;T1;1/3/2025 10:43;99.0;9.12;100;98;3876.12
LOT00762;28/9/2024;PRD005;PRE02;t1;28/9/2024 10:16;85.5;7.03;200;191;2624.8
LOT00763;30/1/2025;PRD013;PRE03;t2;30/1/2025 20:14;98.8;7.2;80;77;6819.25
LOT00764;8/1/2025; PRD007 ;PRE03;t2;8/1/2025 17:54;92.8;8.16;100;96;3199.73
LOT00765;12/2/2025;PRD007;pre02;T3;13/2/2025 01:19;101.3;8.26;300;296;2332.07
LOT00766;10/5/2025;PRD011;PRE02;T2;10/5/2025 16:03;91.7;8.01;100;96;694.0
